crime_month,district,crime_type,crimes
2010-12-01,3,other,89
2010-12-01,3,property,533
2010-12-01,3,property,42
2010-12-01,3,violent,336
2010-12-01,3,violent,82
2010-12-01,4,drug,1
2010-12-01,4,drug,129
2010-12-01,4,other,103
2010-12-01,4,other,50
2010-12-01,4,property,722
2010-12-01,4,property,41
2010-12-01,4,violent,387
2010-12-01,4,violent,73
2010-12-01,5,drug,104
2010-12-01,5,other,71
2010-12-01,5,other,44
2010-12-01,5,property,501
2010-12-01,5,property,19
2010-12-01,5,violent,310
2010-12-01,5,violent,66
2010-12-01,6,drug,147
2010-12-01,6,other,105
2010-12-01,6,other,62
2010-12-01,6,property,565
2010-12-01,6,property,51
2010-12-01,6,violent,350
2010-12-01,6,violent,77
2010-12-01,7,drug,211
2010-12-01,7,other,85
2010-12-01,7,other,85
2010-12-01,7,property,577
2010-12-01,7,property,48
2010-12-01,7,violent,396
2010-12-01,7,violent,75
2010-12-01,8,drug,180
2010-12-01,8,other,124
2010-12-01,8,other,103
2010-12-01,8,property,866
2010-12-01,8,property,90
2010-12-01,8,violent,350
2010-12-01,8,violent,94
2010-12-01,9,drug,143
2010-12-01,9,other,61
2010-12-01,9,other,49
2010-12-01,9,property,537
2010-12-01,9,property,37
2010-12-01,9,violent,218
2010-12-01,9,violent,71
2010-12-01,10,drug,1
2010-12-01,10,drug,157
2010-12-01,10,other,79
2010-12-01,10,other,73
2010-12-01,10,property,424
2010-12-01,10,property,30
2010-12-01,10,violent,272
2010-12-01,10,violent,76
2010-12-01,11,drug,375
2010-12-01,11,other,69
2010-12-01,11,other,151
2010-12-01,11,property,412
2010-12-01,11,property,47
2010-12-01,11,violent,371
2010-12-01,11,violent,60
2010-12-01,12,drug,61
2010-12-01,12,other,44
2010-12-01,12,other,29
2010-12-01,12,property,450
2010-12-01,12,property,37
2010-12-01,12,violent,150
2010-12-01,12,violent,45
2010-12-01,13,drug,28
2010-12-01,13,other,32
2010-12-01,13,other,26
2010-12-01,13,property,149
2010-12-01,13,property,13
2010-12-01,13,violent,39
2010-12-01,13,violent,25
2010-12-01,14,drug,36
2010-12-01,14,other,72
2010-12-01,14,other,49
2010-12-01,14,property,686
2010-12-01,14,property,44
2010-12-01,14,violent,178
2010-12-01,14,violent,55
2010-12-01,15,drug,1
2010-12-01,15,drug,274
2010-12-01,15,other,66
2010-12-01,15,other,102
2010-12-01,15,property,294
2010-12-01,15,property,29
2010-12-01,15,violent,250
2010-12-01,15,violent,71
2010-12-01,16,drug,30
2010-12-01,16,other,116
2010-12-01,16,other,56
2010-12-01,16,property,495
2010-12-01,16,property,33
2010-12-01,16,violent,142
2010-12-01,16,violent,44
2010-12-01,17,drug,55
2010-12-01,17,other,53
2010-12-01,17,other,39
2010-12-01,17,property,447
2010-12-01,17,property,37
2010-12-01,17,violent,127
2010-12-01,17,violent,60
2010-12-01,18,drug,21
2010-12-01,18,other,50
2010-12-01,18,other,48
2010-12-01,18,property,642
2010-12-01,18,property,87
2010-12-01,18,violent,144
2010-12-01,18,violent,59
2010-12-01,19,drug,39
2010-12-01,19,other,53
2010-12-01,19,other,18
2010-12-01,19,property,549
2010-12-01,19,property,59
2010-12-01,19,violent,124
2010-12-01,19,violent,43
2010-12-01,20,drug,40
2010-12-01,20,other,47
2010-12-01,20,other,18
2010-12-01,20,property,203
2010-12-01,20,property,20
2010-12-01,20,violent,85
2010-12-01,20,violent,17
2010-12-01,21,drug,41
2010-12-01,21,other,32
2010-12-01,21,other,32
2010-12-01,21,property,194
2010-12-01,21,property,15
2010-12-01,21,violent,95
2010-12-01,21,violent,24
2010-12-01,22,drug,87
2010-12-01,22,other,74
2010-12-01,22,other,32
2010-12-01,22,property,354
2010-12-01,22,property,18
2010-12-01,22,violent,155
2010-12-01,22,violent,40
2010-12-01,23,drug,4
2010-12-01,23,other,7
2010-12-01,23,other,7
2010-12-01,23,property,121
2010-12-01,23,property,7
2010-12-01,23,violent,24
2010-12-01,23,violent,8
2010-12-01,24,drug,52
2010-12-01,24,other,54
2010-12-01,24,other,32
2010-12-01,24,property,403
2010-12-01,24,property,35
2010-12-01,24,violent,155
2010-12-01,24,violent,51
2010-12-01,25,drug,153
2010-12-01,25,other,126
2010-12-01,25,other,78
2010-12-01,25,property,798
2010-12-01,25,property,92
2010-12-01,25,violent,299
2010-12-01,25,violent,83
2011-01-01,1,drug,37
2011-01-01,1,other,43
2011-01-01,1,other,93
2011-01-01,1,property,420
2011-01-01,1,property,104
2011-01-01,1,violent,105
2011-01-01,1,violent,44
2011-01-01,2,drug,107
2011-01-01,2,other,69
2011-01-01,2,other,59
2011-01-01,2,property,396
2011-01-01,2,property,27
2011-01-01,2,violent,215
2011-01-01,2,violent,53
2011-01-01,3,drug,194
2011-01-01,3,other,104
2011-01-01,3,other,106
2011-01-01,3,property,529
2011-01-01,3,property,40
2011-01-01,3,violent,391
2011-01-01,3,violent,68
2011-01-01,4,drug,171
2011-01-01,4,other,136
2011-01-01,4,other,70
2011-01-01,4,property,693
2011-01-01,4,property,50
2011-01-01,4,violent,413
2011-01-01,4,violent,100
2011-01-01,5,drug,154
2011-01-01,5,other,89
2011-01-01,5,other,75
2011-01-01,5,property,517
2011-01-01,5,property,24
2011-01-01,5,violent,312
2011-01-01,5,violent,92
2011-01-01,6,drug,190
2011-01-01,6,other,125
2011-01-01,6,other,75
2011-01-01,6,property,553
2011-01-01,6,property,51
2011-01-01,6,violent,376
2011-01-01,6,violent,103
2011-01-01,7,drug,225
2011-01-01,7,other,98
2011-01-01,7,other,112
2011-01-01,7,property,535
2011-01-01,7,property,59
2011-01-01,7,violent,408
2011-01-01,7,violent,87
2011-01-01,8,drug,230
2011-01-01,8,other,150
2011-01-01,8,other,132
2011-01-01,8,property,895
2011-01-01,8,property,97
2011-01-01,8,violent,339
2011-01-01,8,violent,124
2011-01-01,9,drug,173
2011-01-01,9,other,92
2011-01-01,9,other,101
2011-01-01,9,property,577
2011-01-01,9,property,38
2011-01-01,9,violent,252
2011-01-01,9,violent,84
2011-01-01,10,drug,161
2011-01-01,10,other,99
2011-01-01,10,other,99
2011-01-01,10,property,440
2011-01-01,10,property,40
2011-01-01,10,violent,282
2011-01-01,10,violent,71
2011-01-01,11,drug,449
2011-01-01,11,other,120
2011-01-01,11,other,168
2011-01-01,11,property,437
2011-01-01,11,property,57
2011-01-01,11,violent,380
2011-01-01,11,violent,102
2011-01-01,12,drug,82
2011-01-01,12,other,48
2011-01-01,12,other,53
2011-01-01,12,property,493
2011-01-01,12,property,39
2011-01-01,12,violent,162
2011-01-01,12,violent,51
2011-01-01,13,drug,25
2011-01-01,13,other,38
2011-01-01,13,other,31
2011-01-01,13,property,193
2011-01-01,13,property,15
2011-01-01,13,violent,51
2011-01-01,13,violent,20
2011-01-01,14,drug,68
2011-01-01,14,other,69
2011-01-01,14,other,39
2011-01-01,14,property,653
2011-01-01,14,property,48
2011-01-01,14,violent,193
2011-01-01,14,violent,48
2011-01-01,15,drug,363
2011-01-01,15,other,81
2011-01-01,15,other,114
2011-01-01,15,property,323
2011-01-01,15,property,23
2011-01-01,15,violent,247
2011-01-01,15,violent,65
2011-01-01,16,drug,33
2011-01-01,16,other,116
2011-01-01,16,other,62
2011-01-01,16,property,428
2011-01-01,16,property,25
2011-01-01,16,violent,150
2011-01-01,16,violent,45
2011-01-01,17,drug,67
2011-01-01,17,other,68
2011-01-01,17,other,41
2011-01-01,17,property,441
2011-01-01,17,property,54
2011-01-01,17,violent,125
2011-01-01,17,violent,44
2011-01-01,18,drug,25
2011-01-01,18,other,67
2011-01-01,18,other,77
2011-01-01,18,property,621
2011-01-01,18,property,105
2011-01-01,18,violent,136
2011-01-01,18,violent,54
2011-01-01,19,drug,61
2011-01-01,19,other,54
2011-01-01,19,other,45
2011-01-01,19,property,540
2011-01-01,19,property,51
2011-01-01,19,violent,159
2011-01-01,19,violent,54
2011-01-01,20,drug,51
2011-01-01,20,other,38
2011-01-01,20,other,37
2011-01-01,20,property,218
2011-01-01,20,property,17
2011-01-01,20,violent,81
2011-01-01,20,violent,29
2011-01-01,21,drug,52
2011-01-01,21,other,33
2011-01-01,21,other,45
2011-01-01,21,property,203
2011-01-01,21,property,28
2011-01-01,21,violent,85
2011-01-01,21,violent,30
2011-01-01,22,drug,83
2011-01-01,22,other,74
2011-01-01,22,other,45
2011-01-01,22,property,406
2011-01-01,22,property,30
2011-01-01,22,violent,184
2011-01-01,22,violent,54
2011-01-01,23,drug,9
2011-01-01,23,other,11
2011-01-01,23,other,9
2011-01-01,23,property,98
2011-01-01,23,property,8
2011-01-01,23,violent,17
2011-01-01,23,violent,9
2011-01-01,24,drug,46
2011-01-01,24,other,87
2011-01-01,24,other,50
2011-01-01,24,property,337
2011-01-01,24,property,24
2011-01-01,24,violent,188
2011-01-01,24,violent,57
2011-01-01,25,drug,223
2011-01-01,25,other,139
2011-01-01,25,other,109
2011-01-01,25,property,796
2011-01-01,25,property,87
2011-01-01,25,violent,305
2011-01-01,25,violent,104
2011-02-01,1,drug,31
2011-02-01,1,other,37
2011-02-01,1,other,75
2011-02-01,1,property,353
2011-02-01,1,property,81
2011-02-01,1,violent,70
2011-02-01,1,violent,29
2011-02-01,2,drug,71
2011-02-01,2,other,60
2011-02-01,2,other,35
2011-02-01,2,property,317
2011-02-01,2,property,22
2011-02-01,2,violent,169
2011-02-01,2,violent,44
2011-02-01,3,drug,173
2011-02-01,3,other,128
2011-02-01,3,other,88
2011-02-01,3,property,400
2011-02-01,3,property,29
2011-02-01,3,violent,298
2011-02-01,3,violent,64
2011-02-01,4,drug,123
2011-02-01,4,other,129
2011-02-01,4,other,46
2011-02-01,4,property,512
2011-02-01,4,property,29
2011-02-01,4,violent,324
2011-02-01,4,violent,97
2011-02-01,5,drug,1
2011-02-01,5,drug,161
2011-02-01,5,other,62
2011-02-01,5,other,47
2011-02-01,5,property,370
2011-02-01,5,property,18
2011-02-01,5,violent,244
2011-02-01,5,violent,82
2011-02-01,6,drug,152
2011-02-01,6,other,116
2011-02-01,6,other,74
2011-02-01,6,property,477
2011-02-01,6,property,44
2011-02-01,6,violent,311
2011-02-01,6,violent,107
2011-02-01,7,drug,1
2011-02-01,7,drug,177
2011-02-01,7,other,95
2011-02-01,7,other,100
2011-02-01,7,property,423
2011-02-01,7,property,32
2011-02-01,7,violent,332
2011-02-01,7,violent,86
2011-02-01,8,drug,2
2011-02-01,8,drug,200
2011-02-01,8,other,123
2011-02-01,8,other,101
2011-02-01,8,property,704
2011-02-01,8,property,71
2011-02-01,8,violent,303
2011-02-01,8,violent,105
2011-02-01,9,drug,152
2011-02-01,9,other,66
2011-02-01,9,other,60
2011-02-01,9,property,474
2011-02-01,9,property,33
2011-02-01,9,violent,210
2011-02-01,9,violent,70
2011-02-01,10,drug,169
2011-02-01,10,other,69
2011-02-01,10,other,77
2011-02-01,10,property,336
2011-02-01,10,property,23
2011-02-01,10,violent,237
2011-02-01,10,violent,54
2011-02-01,11,drug,368
2011-02-01,11,other,72
2011-02-01,11,other,149
2011-02-01,11,property,361
2011-02-01,11,property,43
2011-02-01,11,violent,326
2011-02-01,11,violent,68
2011-02-01,12,drug,73
2011-02-01,12,other,34
2011-02-01,12,other,43
2011-02-01,12,property,390
2011-02-01,12,property,29
2011-02-01,12,violent,146
2011-02-01,12,violent,39
2011-02-01,13,drug,19
2011-02-01,13,other,24
2011-02-01,13,other,18
2011-02-01,13,property,152
2011-02-01,13,property,16
2011-02-01,13,violent,49
2011-02-01,13,violent,18
2011-02-01,14,drug,43
2011-02-01,14,other,66
2011-02-01,14,other,36
2011-02-01,14,property,514
2011-02-01,14,property,31
2011-02-01,14,violent,173
2011-02-01,14,violent,53
2011-02-01,15,drug,303
2011-02-01,15,other,69
2011-02-01,15,other,89
2011-02-01,15,property,234
2011-02-01,15,property,30
2011-02-01,15,violent,210
2011-02-01,15,violent,55
2011-02-01,16,drug,38
2011-02-01,16,other,88
2011-02-01,16,other,47
2011-02-01,16,property,368
2011-02-01,16,property,28
2011-02-01,16,violent,110
2011-02-01,16,violent,35
2011-02-01,17,drug,51
2011-02-01,17,other,59
2011-02-01,17,other,34
2011-02-01,17,property,349
2011-02-01,17,property,39
2011-02-01,17,violent,108
2011-02-01,17,violent,59
2011-02-01,18,drug,24
2011-02-01,18,other,45
2011-02-01,18,other,71
2011-02-01,18,property,472
2011-02-01,18,property,68
2011-02-01,18,violent,122
2011-02-01,18,violent,46
2011-02-01,19,drug,45
2011-02-01,19,other,57
2011-02-01,19,other,52
2011-02-01,19,property,452
2011-02-01,19,property,35
2011-02-01,19,violent,112
2011-02-01,19,violent,39
2011-02-01,20,drug,41
2011-02-01,20,other,50
2011-02-01,20,other,39
2011-02-01,20,property,204
2011-02-01,20,property,18
2011-02-01,20,violent,68
2011-02-01,20,violent,40
2011-02-01,21,drug,39
2011-02-01,21,other,30
2011-02-01,21,other,31
2011-02-01,21,property,189
2011-02-01,21,property,13
2011-02-01,21,violent,91
2011-02-01,21,violent,15
2011-02-01,22,drug,83
2011-02-01,22,other,70
2011-02-01,22,other,36
2011-02-01,22,property,288
2011-02-01,22,property,24
2011-02-01,22,violent,176
2011-02-01,22,violent,34
2011-02-01,23,drug,7
2011-02-01,23,other,6
2011-02-01,23,other,9
2011-02-01,23,property,95
2011-02-01,23,property,9
2011-02-01,23,violent,10
2011-02-01,23,violent,6
2011-02-01,24,drug,57
2011-02-01,24,other,55
2011-02-01,24,other,25
2011-02-01,24,property,359
2011-02-01,24,property,33
2011-02-01,24,violent,124
2011-02-01,24,violent,41
2011-02-01,25,drug,156
2011-02-01,25,other,110
2011-02-01,25,other,107
2011-02-01,25,property,644
2011-02-01,25,property,68
2011-02-01,25,violent,254
2011-02-01,25,violent,98
2011-03-01,1,drug,49
2011-03-01,1,other,68
2011-03-01,1,other,89
2011-03-01,1,property,445
2011-03-01,1,property,90
2011-03-01,1,violent,112
2011-03-01,1,violent,49
2011-03-01,2,drug,1
2011-03-01,2,drug,101
2011-03-01,2,other,68
2011-03-01,2,other,54
2011-03-01,2,property,358
2011-03-01,2,property,38
2011-03-01,2,violent,228
2011-03-01,2,violent,74
2011-03-01,3,drug,218
2011-03-01,3,other,122
2011-03-01,3,other,111
2011-03-01,3,property,538
2011-03-01,3,property,25
2011-03-01,3,violent,380
2011-03-01,3,violent,85
2011-03-01,4,drug,159
2011-03-01,4,other,153
2011-03-01,4,other,69
2011-03-01,4,property,703
2011-03-01,4,property,36
2011-03-01,4,violent,473
2011-03-01,4,violent,81
2011-03-01,5,drug,189
2011-03-01,5,other,85
2011-03-01,5,other,84
2011-03-01,5,property,488
2011-03-01,5,property,15
2011-03-01,5,violent,338
2011-03-01,5,violent,95
2011-03-01,6,drug,204
2011-03-01,6,other,189
2011-03-01,6,other,102
2011-03-01,6,property,625
2011-03-01,6,property,59
2011-03-01,6,violent,413
2011-03-01,6,violent,116
2011-03-01,7,drug,2
2011-03-01,7,drug,280
2011-03-01,7,other,114
2011-03-01,7,other,136
2011-03-01,7,property,611
2011-03-01,7,property,38
2011-03-01,7,violent,497
2011-03-01,7,violent,118
2011-03-01,8,drug,1
2011-03-01,8,drug,269
2011-03-01,8,other,138
2011-03-01,8,other,128
2011-03-01,8,property,939
2011-03-01,8,property,102
2011-03-01,8,violent,373
2011-03-01,8,violent,128
2011-03-01,9,drug,215
2011-03-01,9,other,84
2011-03-01,9,other,87
2011-03-01,9,property,591
2011-03-01,9,property,66
2011-03-01,9,violent,281
2011-03-01,9,violent,112
2011-03-01,10,drug,192
2011-03-01,10,other,92
2011-03-01,10,other,86
2011-03-01,10,property,436
2011-03-01,10,property,29
2011-03-01,10,violent,282
2011-03-01,10,violent,86
2011-03-01,11,drug,471
2011-03-01,11,other,104
2011-03-01,11,other,124
2011-03-01,11,property,504
2011-03-01,11,property,47
2011-03-01,11,violent,452
2011-03-01,11,violent,111
2011-03-01,12,drug,90
2011-03-01,12,other,67
2011-03-01,12,other,55
2011-03-01,12,property,515
2011-03-01,12,property,39
2011-03-01,12,violent,183
2011-03-01,12,violent,64
2011-03-01,13,drug,39
2011-03-01,13,other,18
2011-03-01,13,other,18
2011-03-01,13,property,167
2011-03-01,13,property,20
2011-03-01,13,violent,52
2011-03-01,13,violent,26
2011-03-01,14,drug,56
2011-03-01,14,other,57
2011-03-01,14,other,38
2011-03-01,14,property,580
2011-03-01,14,property,60
2011-03-01,14,violent,217
2011-03-01,14,violent,74
2011-03-01,15,drug,1
2011-03-01,15,drug,337
2011-03-01,15,other,81
2011-03-01,15,other,110
2011-03-01,15,property,378
2011-03-01,15,property,36
2011-03-01,15,violent,308
2011-03-01,15,violent,80
2011-03-01,16,drug,53
2011-03-01,16,other,131
2011-03-01,16,other,54
2011-03-01,16,property,470
2011-03-01,16,property,28
2011-03-01,16,violent,150
2011-03-01,16,violent,51
2011-03-01,17,drug,65
2011-03-01,17,other,68
2011-03-01,17,other,50
2011-03-01,17,property,446
2011-03-01,17,property,56
2011-03-01,17,violent,139
2011-03-01,17,violent,66
2011-03-01,18,drug,1
2011-03-01,18,drug,33
2011-03-01,18,other,62
2011-03-01,18,other,89
2011-03-01,18,property,593
2011-03-01,18,property,127
2011-03-01,18,violent,156
2011-03-01,18,violent,68
2011-03-01,19,drug,65
2011-03-01,19,other,66
2011-03-01,19,other,44
2011-03-01,19,property,526
2011-03-01,19,property,53
2011-03-01,19,violent,139
2011-03-01,19,violent,60
2011-03-01,20,drug,49
2011-03-01,20,other,43
2011-03-01,20,other,25
2011-03-01,20,property,202
2011-03-01,20,property,28
2011-03-01,20,violent,108
2011-03-01,20,violent,36
2011-03-01,21,drug,67
2011-03-01,21,other,34
2011-03-01,21,other,35
2011-03-01,21,property,216
2011-03-01,21,property,19
2011-03-01,21,violent,124
2011-03-01,21,violent,32
2011-03-01,22,drug,106
2011-03-01,22,other,94
2011-03-01,22,other,51
2011-03-01,22,property,425
2011-03-01,22,property,20
2011-03-01,22,violent,192
2011-03-01,22,violent,57
2011-03-01,23,drug,7
2011-03-01,23,other,8
2011-03-01,23,other,16
2011-03-01,23,property,96
2011-03-01,23,property,6
2011-03-01,23,violent,21
2011-03-01,23,violent,13
2011-03-01,24,drug,59
2011-03-01,24,other,88
2011-03-01,24,other,35
2011-03-01,24,property,370
2011-03-01,24,property,48
2011-03-01,24,violent,157
2011-03-01,24,violent,47
2011-03-01,25,drug,205
2011-03-01,25,other,156
2011-03-01,25,other,122
2011-03-01,25,property,752
2011-03-01,25,property,98
2011-03-01,25,violent,345
2011-03-01,25,violent,106
2011-04-01,1,drug,38
2011-04-01,1,other,56
2011-04-01,1,other,70
2011-04-01,1,property,431
2011-04-01,1,property,108
2011-04-01,1,violent,96
2011-04-01,1,violent,35
2011-04-01,2,drug,1
2011-04-01,2,drug,99
2011-04-01,2,other,74
2011-04-01,2,other,63
2011-04-01,2,property,409
2011-04-01,2,property,27
2011-04-01,2,violent,205
2011-04-01,2,violent,54
2011-04-01,3,drug,1
2011-04-01,3,drug,153
2011-04-01,3,other,128
2011-04-01,3,other,92
2011-04-01,3,property,626
2011-04-01,3,property,34
2011-04-01,3,violent,384
2011-04-01,3,violent,81
2011-04-01,4,drug,148
2011-04-01,4,other,110
2011-04-01,4,other,76
2011-04-01,4,property,761
2011-04-01,4,property,48
2011-04-01,4,violent,480
2011-04-01,4,violent,129
2011-04-01,5,drug,113
2011-04-01,5,other,117
2011-04-01,5,other,82
2011-04-01,5,property,541
2011-04-01,5,property,30
2011-04-01,5,violent,392
2011-04-01,5,violent,110
2011-04-01,6,drug,209
2011-04-01,6,other,135
2011-04-01,6,other,108
2011-04-01,6,property,661
2011-04-01,6,property,70
2011-04-01,6,violent,433
2011-04-01,6,violent,118
2011-04-01,7,drug,175
2011-04-01,7,other,129
2011-04-01,7,other,162
2011-04-01,7,property,674
2011-04-01,7,property,50
2011-04-01,7,violent,541
2011-04-01,7,violent,99
2011-04-01,8,drug,201
2011-04-01,8,other,161
2011-04-01,8,other,134
2011-04-01,8,property,1019
2011-04-01,8,property,95
2011-04-01,8,violent,401
2011-04-01,8,violent,124
2011-04-01,9,drug,149
2011-04-01,9,other,113
2011-04-01,9,other,83
2011-04-01,9,property,637
2011-04-01,9,property,54
2011-04-01,9,violent,298
2011-04-01,9,violent,100
2011-04-01,10,drug,189
2011-04-01,10,other,96
2011-04-01,10,other,103
2011-04-01,10,property,429
2011-04-01,10,property,34
2011-04-01,10,violent,331
2011-04-01,10,violent,85
2011-04-01,11,drug,432
2011-04-01,11,other,121
2011-04-01,11,other,146
2011-04-01,11,property,546
2011-04-01,11,property,51
2011-04-01,11,violent,444
2011-04-01,11,violent,111
2011-04-01,12,drug,65
2011-04-01,12,other,64
2011-04-01,12,other,44
2011-04-01,12,property,516
2011-04-01,12,property,53
2011-04-01,12,violent,176
2011-04-01,12,violent,55
2011-04-01,13,drug,28
2011-04-01,13,other,31
2011-04-01,13,other,29
2011-04-01,13,property,186
2011-04-01,13,property,23
2011-04-01,13,violent,45
2011-04-01,13,violent,28
2011-04-01,14,drug,53
2011-04-01,14,other,67
2011-04-01,14,other,47
2011-04-01,14,property,639
2011-04-01,14,property,40
2011-04-01,14,violent,195
2011-04-01,14,violent,55
2011-04-01,15,drug,319
2011-04-01,15,other,71
2011-04-01,15,other,119
2011-04-01,15,property,359
2011-04-01,15,property,32
2011-04-01,15,violent,277
2011-04-01,15,violent,108
2011-04-01,16,drug,51
2011-04-01,16,other,113
2011-04-01,16,other,47
2011-04-01,16,property,503
2011-04-01,16,property,39
2011-04-01,16,violent,159
2011-04-01,16,violent,49
2011-04-01,17,drug,64
2011-04-01,17,other,84
2011-04-01,17,other,41
2011-04-01,17,property,417
2011-04-01,17,property,44
2011-04-01,17,violent,130
2011-04-01,17,violent,53
2011-04-01,18,drug,49
2011-04-01,18,other,61
2011-04-01,18,other,61
2011-04-01,18,property,671
2011-04-01,18,property,125
2011-04-01,18,violent,138
2011-04-01,18,violent,59
2011-04-01,19,drug,48
2011-04-01,19,other,56
2011-04-01,19,other,61
2011-04-01,19,property,567
2011-04-01,19,property,62
2011-04-01,19,violent,155
2011-04-01,19,violent,57
2011-04-01,20,drug,36
2011-04-01,20,other,44
2011-04-01,20,other,32
2011-04-01,20,property,240
2011-04-01,20,property,23
2011-04-01,20,violent,101
2011-04-01,20,violent,36
2011-04-01,21,drug,43
2011-04-01,21,other,33
2011-04-01,21,other,23
2011-04-01,21,property,202
2011-04-01,21,property,14
2011-04-01,21,violent,101
2011-04-01,21,violent,36
2011-04-01,22,drug,93
2011-04-01,22,other,79
2011-04-01,22,other,41
2011-04-01,22,property,472
2011-04-01,22,property,28
2011-04-01,22,violent,210
2011-04-01,22,violent,60
2011-04-01,23,drug,11
2011-04-01,23,other,7
2011-04-01,23,other,14
2011-04-01,23,property,122
2011-04-01,23,property,7
2011-04-01,23,violent,15
2011-04-01,23,violent,8
2011-04-01,24,drug,62
2011-04-01,24,other,77
2011-04-01,24,other,46
2011-04-01,24,property,421
2011-04-01,24,property,43
2011-04-01,24,violent,171
2011-04-01,24,violent,64
2011-04-01,25,drug,194
2011-04-01,25,other,145
2011-04-01,25,other,108
2011-04-01,25,property,762
2011-04-01,25,property,68
2011-04-01,25,violent,333
2011-04-01,25,violent,137
2011-05-01,1,drug,25
2011-05-01,1,other,34
2011-05-01,1,other,72
2011-05-01,1,property,498
2011-05-01,1,property,97
2011-05-01,1,violent,104
2011-05-01,1,violent,55
2011-05-01,2,drug,94
2011-05-01,2,other,83
2011-05-01,2,other,49
2011-05-01,2,property,469
2011-05-01,2,property,37
2011-05-01,2,violent,266
2011-05-01,2,violent,66
2011-05-01,3,drug,119
2011-05-01,3,other,125
2011-05-01,3,other,111
2011-05-01,3,property,705
2011-05-01,3,property,41
2011-05-01,3,violent,480
2011-05-01,3,violent,85
2011-05-01,4,drug,128
2011-05-01,4,other,150
2011-05-01,4,other,73
2011-05-01,4,property,919
2011-05-01,4,property,60
2011-05-01,4,violent,558
2011-05-01,4,violent,152
2011-05-01,5,drug,111
2011-05-01,5,other,111
2011-05-01,5,other,94
2011-05-01,5,property,562
2011-05-01,5,property,29
2011-05-01,5,violent,413
2011-05-01,5,violent,96
2011-05-01,6,drug,216
2011-05-01,6,other,145
2011-05-01,6,other,108
2011-05-01,6,property,756
2011-05-01,6,property,66
2011-05-01,6,violent,504
2011-05-01,6,violent,145
2011-05-01,7,drug,185
2011-05-01,7,other,90
2011-05-01,7,other,135
2011-05-01,7,property,733
2011-05-01,7,property,74
2011-05-01,7,violent,600
2011-05-01,7,violent,113
2011-05-01,8,drug,1
2011-05-01,8,drug,208
2011-05-01,8,other,168
2011-05-01,8,other,143
2011-05-01,8,property,1081
2011-05-01,8,property,98
2011-05-01,8,violent,509
2011-05-01,8,violent,119
2011-05-01,9,drug,155
2011-05-01,9,other,101
2011-05-01,9,other,117
2011-05-01,9,property,652
2011-05-01,9,property,66
2011-05-01,9,violent,349
2011-05-01,9,violent,110
2011-05-01,10,drug,138
2011-05-01,10,other,83
2011-05-01,10,other,92
2011-05-01,10,property,516
2011-05-01,10,property,51
2011-05-01,10,violent,332
2011-05-01,10,violent,108
2011-05-01,11,drug,395
2011-05-01,11,other,82
2011-05-01,11,other,181
2011-05-01,11,property,566
2011-05-01,11,property,51
2011-05-01,11,violent,520
2011-05-01,11,violent,111
2011-05-01,12,drug,55
2011-05-01,12,other,61
2011-05-01,12,other,70
2011-05-01,12,property,592
2011-05-01,12,property,42
2011-05-01,12,violent,179
2011-05-01,12,violent,60
2011-05-01,13,drug,25
2011-05-01,13,other,20
2011-05-01,13,other,25
2011-05-01,13,property,220
2011-05-01,13,property,21
2011-05-01,13,violent,74
2011-05-01,13,violent,22
2011-05-01,14,drug,53
2011-05-01,14,other,64
2011-05-01,14,other,47
2011-05-01,14,property,689
2011-05-01,14,property,44
2011-05-01,14,violent,263
2011-05-01,14,violent,58
2011-05-01,15,drug,332
2011-05-01,15,other,61
2011-05-01,15,other,123
2011-05-01,15,property,413
2011-05-01,15,property,46
2011-05-01,15,violent,365
2011-05-01,15,violent,89
2011-05-01,16,drug,60
2011-05-01,16,other,142
2011-05-01,16,other,37
2011-05-01,16,property,523
2011-05-01,16,property,27
2011-05-01,16,violent,156
2011-05-01,16,violent,47
2011-05-01,17,drug,74
2011-05-01,17,other,66
2011-05-01,17,other,44
2011-05-01,17,property,463
2011-05-01,17,property,44
2011-05-01,17,violent,157
2011-05-01,17,violent,60
2011-05-01,18,drug,40
2011-05-01,18,other,56
2011-05-01,18,other,73
2011-05-01,18,property,680
2011-05-01,18,property,152
2011-05-01,18,violent,165
2011-05-01,18,violent,65
2011-05-01,19,drug,1
2011-05-01,19,drug,65
2011-05-01,19,other,60
2011-05-01,19,other,52
2011-05-01,19,property,772
2011-05-01,19,property,72
2011-05-01,19,violent,172
2011-05-01,19,violent,58
2011-05-01,20,drug,37
2011-05-01,20,other,25
2011-05-01,20,other,28
2011-05-01,20,property,231
2011-05-01,20,property,29
2011-05-01,20,violent,100
2011-05-01,20,violent,29
2011-05-01,21,drug,51
2011-05-01,21,other,35
2011-05-01,21,other,52
2011-05-01,21,property,205
2011-05-01,21,property,15
2011-05-01,21,violent,134
2011-05-01,21,violent,35
2011-05-01,22,drug,83
2011-05-01,22,other,79
2011-05-01,22,other,51
2011-05-01,22,property,502
2011-05-01,22,property,30
2011-05-01,22,violent,261
2011-05-01,22,violent,50
2011-05-01,23,drug,6
2011-05-01,23,other,7
2011-05-01,23,other,11
2011-05-01,23,property,131
2011-05-01,23,property,11
2011-05-01,23,violent,24
2011-05-01,23,violent,8
2011-05-01,24,drug,49
2011-05-01,24,other,68
2011-05-01,24,other,56
2011-05-01,24,property,407
2011-05-01,24,property,50
