crime_month,district,crime_type,crimes
2002-01-01,1,drug,104
2002-01-01,1,other,97
2002-01-01,1,other,174
2002-01-01,1,property,658
2002-01-01,1,property,201
2002-01-01,1,violent,182
2002-01-01,1,violent,60
2002-01-01,2,drug,161
2002-01-01,2,other,112
2002-01-01,2,other,158
2002-01-01,2,property,516
2002-01-01,2,property,126
2002-01-01,2,violent,425
2002-01-01,2,violent,112
2002-01-01,3,drug,219
2002-01-01,3,other,175
2002-01-01,3,other,130
2002-01-01,3,property,625
2002-01-01,3,property,86
2002-01-01,3,violent,533
2002-01-01,3,violent,140
2002-01-01,4,drug,150
2002-01-01,4,other,222
2002-01-01,4,other,105
2002-01-01,4,property,798
2002-01-01,4,property,95
2002-01-01,4,violent,540
2002-01-01,4,violent,134
2002-01-01,5,drug,197
2002-01-01,5,other,139
2002-01-01,5,other,133
2002-01-01,5,property,522
2002-01-01,5,property,68
2002-01-01,5,violent,474
2002-01-01,5,violent,131
2002-01-01,6,drug,132
2002-01-01,6,other,205
2002-01-01,6,other,78
2002-01-01,6,property,787
2002-01-01,6,property,163
2002-01-01,6,violent,494
2002-01-01,6,violent,130
2002-01-01,7,drug,337
2002-01-01,7,other,142
2002-01-01,7,other,131
2002-01-01,7,property,674
2002-01-01,7,property,93
2002-01-01,7,violent,702
2002-01-01,7,violent,168
2002-01-01,8,drug,1
2002-01-01,8,drug,144
2002-01-01,8,other,210
2002-01-01,8,other,93
2002-01-01,8,property,1147
2002-01-01,8,property,176
2002-01-01,8,violent,497
2002-01-01,8,violent,119
2002-01-01,9,drug,256
2002-01-01,9,other,148
2002-01-01,9,other,122
2002-01-01,9,property,769
2002-01-01,9,property,98
2002-01-01,9,violent,393
2002-01-01,9,violent,114
2002-01-01,10,drug,1
2002-01-01,10,drug,214
2002-01-01,10,other,109
2002-01-01,10,other,109
2002-01-01,10,property,535
2002-01-01,10,property,76
2002-01-01,10,violent,396
2002-01-01,10,violent,92
2002-01-01,11,drug,713
2002-01-01,11,other,121
2002-01-01,11,other,261
2002-01-01,11,property,488
2002-01-01,11,property,73
2002-01-01,11,violent,556
2002-01-01,11,violent,123
2002-01-01,12,drug,116
2002-01-01,12,other,89
2002-01-01,12,other,175
2002-01-01,12,property,618
2002-01-01,12,property,106
2002-01-01,12,violent,303
2002-01-01,12,violent,99
2002-01-01,13,drug,40
2002-01-01,13,other,33
2002-01-01,13,other,50
2002-01-01,13,property,182
2002-01-01,13,property,39
2002-01-01,13,violent,92
2002-01-01,13,violent,42
2002-01-01,14,drug,122
2002-01-01,14,other,109
2002-01-01,14,other,146
2002-01-01,14,property,789
2002-01-01,14,property,100
2002-01-01,14,violent,332
2002-01-01,14,violent,84
2002-01-01,15,drug,432
2002-01-01,15,other,105
2002-01-01,15,other,185
2002-01-01,15,property,389
2002-01-01,15,property,45
2002-01-01,15,violent,443
2002-01-01,15,violent,93
2002-01-01,16,drug,51
2002-01-01,16,other,155
2002-01-01,16,other,93
2002-01-01,16,property,626
2002-01-01,16,property,75
2002-01-01,16,violent,179
2002-01-01,16,violent,74
2002-01-01,17,drug,70
2002-01-01,17,other,108
2002-01-01,17,other,91
2002-01-01,17,property,525
2002-01-01,17,property,73
2002-01-01,17,violent,176
2002-01-01,17,violent,51
2002-01-01,18,drug,155
2002-01-01,18,other,117
2002-01-01,18,other,205
2002-01-01,18,property,829
2002-01-01,18,property,166
2002-01-01,18,violent,221
2002-01-01,18,violent,86
2002-01-01,19,drug,97
2002-01-01,19,other,116
2002-01-01,19,other,137
2002-01-01,19,property,654
2002-01-01,19,property,153
2002-01-01,19,violent,198
2002-01-01,19,violent,88
2002-01-01,20,drug,62
2002-01-01,20,other,56
2002-01-01,20,other,97
2002-01-01,20,property,272
2002-01-01,20,property,48
2002-01-01,20,violent,136
2002-01-01,20,violent,56
2002-01-01,21,drug,159
2002-01-01,21,other,32
2002-01-01,21,other,99
2002-01-01,21,property,229
2002-01-01,21,property,36
2002-01-01,21,violent,166
2002-01-01,21,violent,40
2002-01-01,22,drug,167
2002-01-01,22,other,123
2002-01-01,22,other,57
2002-01-01,22,property,493
2002-01-01,22,property,54
2002-01-01,22,violent,221
2002-01-01,22,violent,53
2002-01-01,23,drug,23
2002-01-01,23,other,13
2002-01-01,23,other,39
2002-01-01,23,property,153
2002-01-01,23,property,27
2002-01-01,23,violent,59
2002-01-01,23,violent,18
2002-01-01,24,drug,85
2002-01-01,24,other,113
2002-01-01,24,other,67
2002-01-01,24,property,454
2002-01-01,24,property,78
2002-01-01,24,violent,282
2002-01-01,24,violent,72
2002-01-01,25,drug,213
2002-01-01,25,other,170
2002-01-01,25,other,158
2002-01-01,25,property,992
2002-01-01,25,property,146
2002-01-01,25,violent,450
2002-01-01,25,violent,118
2002-02-01,1,drug,152
2002-02-01,1,other,86
2002-02-01,1,other,233
2002-02-01,1,property,521
2002-02-01,1,property,164
2002-02-01,1,violent,165
2002-02-01,1,violent,47
2002-02-01,2,drug,176
2002-02-01,2,other,117
2002-02-01,2,other,152
2002-02-01,2,property,390
2002-02-01,2,property,114
2002-02-01,2,violent,343
2002-02-01,2,violent,101
2002-02-01,3,drug,212
2002-02-01,3,other,151
2002-02-01,3,other,109
2002-02-01,3,property,517
2002-02-01,3,property,73
2002-02-01,3,violent,438
2002-02-01,3,violent,105
2002-02-01,4,drug,174
2002-02-01,4,other,170
2002-02-01,4,other,107
2002-02-01,4,property,644
2002-02-01,4,property,82
2002-02-01,4,violent,448
2002-02-01,4,violent,114
2002-02-01,5,drug,233
2002-02-01,5,other,144
2002-02-01,5,other,110
2002-02-01,5,property,447
2002-02-01,5,property,57
2002-02-01,5,violent,384
2002-02-01,5,violent,100
2002-02-01,6,drug,169
2002-02-01,6,other,142
2002-02-01,6,other,75
2002-02-01,6,property,636
2002-02-01,6,property,136
2002-02-01,6,violent,443
2002-02-01,6,violent,123
2002-02-01,7,drug,300
2002-02-01,7,other,130
2002-02-01,7,other,116
2002-02-01,7,property,503
2002-02-01,7,property,65
2002-02-01,7,violent,541
2002-02-01,7,violent,122
2002-02-01,8,drug,122
2002-02-01,8,other,197
2002-02-01,8,other,88
2002-02-01,8,property,980
2002-02-01,8,property,110
2002-02-01,8,violent,443
2002-02-01,8,violent,122
2002-02-01,9,drug,208
2002-02-01,9,other,135
2002-02-01,9,other,99
2002-02-01,9,property,653
2002-02-01,9,property,108
2002-02-01,9,violent,325
2002-02-01,9,violent,97
2002-02-01,10,drug,221
2002-02-01,10,other,104
2002-02-01,10,other,87
2002-02-01,10,property,445
2002-02-01,10,property,82
2002-02-01,10,violent,316
2002-02-01,10,violent,96
2002-02-01,11,drug,694
2002-02-01,11,other,109
2002-02-01,11,other,270
2002-02-01,11,property,436
2002-02-01,11,property,66
2002-02-01,11,violent,490
2002-02-01,11,violent,98
2002-02-01,12,drug,147
2002-02-01,12,other,89
2002-02-01,12,other,137
2002-02-01,12,property,539
2002-02-01,12,property,80
2002-02-01,12,violent,226
2002-02-01,12,violent,80
2002-02-01,13,drug,66
2002-02-01,13,other,32
2002-02-01,13,other,39
2002-02-01,13,property,175
2002-02-01,13,property,35
2002-02-01,13,violent,55
2002-02-01,13,violent,37
2002-02-01,14,drug,110
2002-02-01,14,other,144
2002-02-01,14,other,163
2002-02-01,14,property,687
2002-02-01,14,property,86
2002-02-01,14,violent,326
2002-02-01,14,violent,80
2002-02-01,15,drug,451
2002-02-01,15,other,94
2002-02-01,15,other,185
2002-02-01,15,property,346
2002-02-01,15,property,53
2002-02-01,15,violent,346
2002-02-01,15,violent,89
2002-02-01,16,drug,52
2002-02-01,16,other,170
2002-02-01,16,other,93
2002-02-01,16,property,592
2002-02-01,16,property,44
2002-02-01,16,violent,144
2002-02-01,16,violent,54
2002-02-01,17,drug,75
2002-02-01,17,other,142
2002-02-01,17,other,75
2002-02-01,17,property,505
2002-02-01,17,property,77
2002-02-01,17,violent,165
2002-02-01,17,violent,67
2002-02-01,18,drug,116
2002-02-01,18,other,84
2002-02-01,18,other,187
2002-02-01,18,property,726
2002-02-01,18,property,133
2002-02-01,18,violent,192
2002-02-01,18,violent,80
2002-02-01,19,drug,95
2002-02-01,19,other,108
2002-02-01,19,other,116
2002-02-01,19,property,597
2002-02-01,19,property,121
2002-02-01,19,violent,191
2002-02-01,19,violent,90
2002-02-01,20,drug,54
2002-02-01,20,other,68
2002-02-01,20,other,36
2002-02-01,20,property,278
2002-02-01,20,property,43
2002-02-01,20,violent,110
2002-02-01,20,violent,52
2002-02-01,21,drug,111
2002-02-01,21,other,32
2002-02-01,21,other,92
2002-02-01,21,property,185
2002-02-01,21,property,27
2002-02-01,21,violent,135
2002-02-01,21,violent,42
2002-02-01,22,drug,153
2002-02-01,22,other,122
2002-02-01,22,other,54
2002-02-01,22,property,398
2002-02-01,22,property,43
2002-02-01,22,violent,246
2002-02-01,22,violent,45
2002-02-01,23,drug,22
2002-02-01,23,other,25
2002-02-01,23,other,35
2002-02-01,23,property,116
2002-02-01,23,property,18
2002-02-01,23,violent,46
2002-02-01,23,violent,14
2002-02-01,24,drug,106
2002-02-01,24,other,114
2002-02-01,24,other,63
2002-02-01,24,property,428
2002-02-01,24,property,65
2002-02-01,24,violent,220
2002-02-01,24,violent,58
2002-02-01,25,drug,219
2002-02-01,25,other,158
2002-02-01,25,other,134
2002-02-01,25,property,848
2002-02-01,25,property,109
2002-02-01,25,violent,402
2002-02-01,25,violent,113
2002-03-01,1,drug,82
2002-03-01,1,other,90
2002-03-01,1,other,176
2002-03-01,1,property,563
2002-03-01,1,property,167
2002-03-01,1,violent,193
2002-03-01,1,violent,71
2002-03-01,2,drug,197
2002-03-01,2,other,148
2002-03-01,2,other,145
2002-03-01,2,property,481
2002-03-01,2,property,103
2002-03-01,2,violent,437
2002-03-01,2,violent,135
2002-03-01,3,drug,191
2002-03-01,3,other,186
2002-03-01,3,other,120
2002-03-01,3,property,660
2002-03-01,3,property,103
2002-03-01,3,violent,539
2002-03-01,3,violent,126
2002-03-01,4,drug,189
2002-03-01,4,other,231
2002-03-01,4,other,111
2002-03-01,4,property,765
2002-03-01,4,property,68
2002-03-01,4,violent,558
2002-03-01,4,violent,112
2002-03-01,5,drug,166
2002-03-01,5,other,179
2002-03-01,5,other,109
2002-03-01,5,property,533
2002-03-01,5,property,62
2002-03-01,5,violent,531
2002-03-01,5,violent,140
2002-03-01,6,drug,150
2002-03-01,6,other,170
2002-03-01,6,other,80
2002-03-01,6,property,697
2002-03-01,6,property,143
2002-03-01,6,violent,539
2002-03-01,6,violent,130
2002-03-01,7,drug,295
2002-03-01,7,other,155
2002-03-01,7,other,110
2002-03-01,7,property,615
2002-03-01,7,property,82
2002-03-01,7,violent,734
2002-03-01,7,violent,147
2002-03-01,8,drug,119
2002-03-01,8,other,230
2002-03-01,8,other,117
2002-03-01,8,property,1131
2002-03-01,8,property,149
2002-03-01,8,violent,491
2002-03-01,8,violent,156
2002-03-01,9,drug,232
2002-03-01,9,other,156
2002-03-01,9,other,114
2002-03-01,9,property,713
2002-03-01,9,property,95
2002-03-01,9,violent,423
2002-03-01,9,violent,141
2002-03-01,10,drug,208
2002-03-01,10,other,109
2002-03-01,10,other,110
2002-03-01,10,property,470
2002-03-01,10,property,69
2002-03-01,10,violent,425
2002-03-01,10,violent,121
2002-03-01,11,drug,900
2002-03-01,11,other,128
2002-03-01,11,other,257
2002-03-01,11,property,557
2002-03-01,11,property,73
2002-03-01,11,violent,548
2002-03-01,11,violent,142
2002-03-01,12,drug,134
2002-03-01,12,other,99
2002-03-01,12,other,147
2002-03-01,12,property,600
2002-03-01,12,property,103
2002-03-01,12,violent,256
2002-03-01,12,violent,86
2002-03-01,13,drug,49
2002-03-01,13,other,38
2002-03-01,13,other,46
2002-03-01,13,property,190
2002-03-01,13,property,38
2002-03-01,13,violent,97
2002-03-01,13,violent,43
2002-03-01,14,drug,114
2002-03-01,14,other,140
2002-03-01,14,other,135
2002-03-01,14,property,770
2002-03-01,14,property,90
2002-03-01,14,violent,353
2002-03-01,14,violent,94
2002-03-01,15,drug,464
2002-03-01,15,other,107
2002-03-01,15,other,169
2002-03-01,15,property,420
2002-03-01,15,property,54
2002-03-01,15,violent,414
2002-03-01,15,violent,92
2002-03-01,16,drug,49
2002-03-01,16,other,150
2002-03-01,16,other,93
2002-03-01,16,property,655
2002-03-01,16,property,52
2002-03-01,16,violent,174
2002-03-01,16,violent,75
2002-03-01,17,drug,61
2002-03-01,17,other,118
2002-03-01,17,other,78
2002-03-01,17,property,538
2002-03-01,17,property,99
2002-03-01,17,violent,208
2002-03-01,17,violent,64
2002-03-01,18,drug,126
2002-03-01,18,other,104
2002-03-01,18,other,188
2002-03-01,18,property,826
2002-03-01,18,property,144
2002-03-01,18,violent,254
2002-03-01,18,violent,110
2002-03-01,19,drug,90
2002-03-01,19,other,127
2002-03-01,19,other,163
2002-03-01,19,property,654
2002-03-01,19,property,134
2002-03-01,19,violent,228
2002-03-01,19,violent,98
2002-03-01,20,drug,52
2002-03-01,20,other,83
2002-03-01,20,other,70
2002-03-01,20,property,317
2002-03-01,20,property,47
2002-03-01,20,violent,147
2002-03-01,20,violent,47
2002-03-01,21,drug,169
2002-03-01,21,other,34
2002-03-01,21,other,115
2002-03-01,21,property,210
2002-03-01,21,property,41
2002-03-01,21,violent,171
2002-03-01,21,violent,43
2002-03-01,22,drug,131
2002-03-01,22,other,134
2002-03-01,22,other,70
2002-03-01,22,property,491
2002-03-01,22,property,54
2002-03-01,22,violent,282
2002-03-01,22,violent,64
2002-03-01,23,drug,28
2002-03-01,23,other,33
2002-03-01,23,other,71
2002-03-01,23,property,125
2002-03-01,23,property,34
2002-03-01,23,violent,48
2002-03-01,23,violent,20
2002-03-01,24,drug,84
2002-03-01,24,other,136
2002-03-01,24,other,64
2002-03-01,24,property,505
2002-03-01,24,property,62
2002-03-01,24,violent,227
2002-03-01,24,violent,64
2002-03-01,25,drug,202
2002-03-01,25,other,175
2002-03-01,25,other,134
2002-03-01,25,property,924
2002-03-01,25,property,131
2002-03-01,25,violent,506
2002-03-01,25,violent,138
2002-04-01,1,drug,144
2002-04-01,1,other,123
2002-04-01,1,other,171
2002-04-01,1,property,637
2002-04-01,1,property,151
2002-04-01,1,violent,158
2002-04-01,1,violent,63
2002-04-01,2,drug,170
2002-04-01,2,other,143
2002-04-01,2,other,173
2002-04-01,2,property,560
2002-04-01,2,property,121
2002-04-01,2,violent,425
2002-04-01,2,violent,135
2002-04-01,3,drug,166
2002-04-01,3,other,181
2002-04-01,3,other,133
2002-04-01,3,property,691
2002-04-01,3,property,90
2002-04-01,3,violent,586
2002-04-01,3,violent,141
2002-04-01,4,drug,170
2002-04-01,4,other,206
2002-04-01,4,other,119
2002-04-01,4,property,819
2002-04-01,4,property,69
2002-04-01,4,violent,593
2002-04-01,4,violent,140
2002-04-01,5,drug,170
2002-04-01,5,other,176
2002-04-01,5,other,99
2002-04-01,5,property,585
2002-04-01,5,property,59
2002-04-01,5,violent,539
2002-04-01,5,violent,155
2002-04-01,6,drug,136
2002-04-01,6,other,199
2002-04-01,6,other,113
2002-04-01,6,property,728
2002-04-01,6,property,168
2002-04-01,6,violent,555
2002-04-01,6,violent,127
2002-04-01,7,drug,254
2002-04-01,7,other,201
2002-04-01,7,other,118
2002-04-01,7,property,636
2002-04-01,7,property,75
2002-04-01,7,violent,844
2002-04-01,7,violent,186
2002-04-01,8,drug,172
2002-04-01,8,other,237
2002-04-01,8,other,121
2002-04-01,8,property,1276
2002-04-01,8,property,147
2002-04-01,8,violent,571
2002-04-01,8,violent,154
2002-04-01,9,drug,238
2002-04-01,9,other,149
2002-04-01,9,other,131
2002-04-01,9,property,699
2002-04-01,9,property,103
2002-04-01,9,violent,466
2002-04-01,9,violent,139
2002-04-01,10,drug,222
2002-04-01,10,other,90
2002-04-01,10,other,130
2002-04-01,10,property,527
2002-04-01,10,property,77
2002-04-01,10,violent,468
2002-04-01,10,violent,121
2002-04-01,11,drug,1
2002-04-01,11,drug,653
2002-04-01,11,other,123
2002-04-01,11,other,291
2002-04-01,11,property,619
2002-04-01,11,property,68
2002-04-01,11,violent,652
2002-04-01,11,violent,115
2002-04-01,12,drug,131
2002-04-01,12,other,104
2002-04-01,12,other,117
2002-04-01,12,property,625
2002-04-01,12,property,88
2002-04-01,12,violent,297
2002-04-01,12,violent,100
2002-04-01,13,drug,59
2002-04-01,13,other,39
2002-04-01,13,other,40
2002-04-01,13,property,205
2002-04-01,13,property,24
2002-04-01,13,violent,87
2002-04-01,13,violent,41
2002-04-01,14,drug,95
2002-04-01,14,other,120
2002-04-01,14,other,136
2002-04-01,14,property,761
2002-04-01,14,property,91
2002-04-01,14,violent,397
2002-04-01,14,violent,114
2002-04-01,15,drug,486
2002-04-01,15,other,123
2002-04-01,15,other,213
2002-04-01,15,property,411
2002-04-01,15,property,40
2002-04-01,15,violent,490
2002-04-01,15,violent,90
2002-04-01,16,drug,52
2002-04-01,16,other,138
2002-04-01,16,other,84
2002-04-01,16,property,677
2002-04-01,16,property,72
2002-04-01,16,violent,176
2002-04-01,16,violent,97
2002-04-01,17,drug,55
2002-04-01,17,other,114
2002-04-01,17,other,79
2002-04-01,17,property,509
2002-04-01,17,property,88
2002-04-01,17,violent,170
2002-04-01,17,violent,64
2002-04-01,18,drug,124
2002-04-01,18,other,105
2002-04-01,18,other,186
2002-04-01,18,property,868
2002-04-01,18,property,184
2002-04-01,18,violent,278
2002-04-01,18,violent,105
2002-04-01,19,drug,104
2002-04-01,19,other,118
2002-04-01,19,other,169
2002-04-01,19,property,738
2002-04-01,19,property,169
2002-04-01,19,violent,199
2002-04-01,19,violent,110
2002-04-01,20,drug,54
2002-04-01,20,other,83
2002-04-01,20,other,90
2002-04-01,20,property,321
2002-04-01,20,property,51
2002-04-01,20,violent,136
2002-04-01,20,violent,51
2002-04-01,21,drug,124
2002-04-01,21,other,44
2002-04-01,21,other,84
2002-04-01,21,property,218
2002-04-01,21,property,36
2002-04-01,21,violent,184
2002-04-01,21,violent,56
2002-04-01,22,drug,122
2002-04-01,22,other,137
2002-04-01,22,other,47
2002-04-01,22,property,555
2002-04-01,22,property,53
2002-04-01,22,violent,271
2002-04-01,22,violent,64
2002-04-01,23,drug,13
2002-04-01,23,other,21
2002-04-01,23,other,49
2002-04-01,23,property,144
2002-04-01,23,property,30
2002-04-01,23,violent,25
2002-04-01,23,violent,14
2002-04-01,24,drug,95
2002-04-01,24,other,118
2002-04-01,24,other,87
2002-04-01,24,property,606
2002-04-01,24,property,71
2002-04-01,24,violent,232
2002-04-01,24,violent,79
2002-04-01,25,drug,206
2002-04-01,25,other,184
2002-04-01,25,other,153
2002-04-01,25,property,852
2002-04-01,25,property,122
2002-04-01,25,violent,501
2002-04-01,25,violent,132
2002-05-01,1,drug,61
2002-05-01,1,other,93
2002-05-01,1,other,164
2002-05-01,1,property,693
2002-05-01,1,property,167
2002-05-01,1,violent,198
2002-05-01,1,violent,65
2002-05-01,2,drug,166
2002-05-01,2,other,155
2002-05-01,2,other,151
2002-05-01,2,property,581
2002-05-01,2,property,106
2002-05-01,2,violent,513
2002-05-01,2,violent,140
2002-05-01,3,drug,171
2002-05-01,3,other,179
2002-05-01,3,other,108
2002-05-01,3,property,692
2002-05-01,3,property,83
2002-05-01,3,violent,726
2002-05-01,3,violent,173
2002-05-01,4,drug,197
2002-05-01,4,other,215
2002-05-01,4,other,113
2002-05-01,4,property,819
2002-05-01,4,property,71
2002-05-01,4,violent,705
2002-05-01,4,violent,134
2002-05-01,5,drug,145
2002-05-01,5,other,151
2002-05-01,5,other,115
2002-05-01,5,property,562
2002-05-01,5,property,68
2002-05-01,5,violent,706
2002-05-01,5,violent,171
2002-05-01,6,drug,147
2002-05-01,6,other,237
2002-05-01,6,other,104
2002-05-01,6,property,810
2002-05-01,6,property,156
2002-05-01,6,violent,676
2002-05-01,6,violent,148
2002-05-01,7,drug,301
2002-05-01,7,other,172
2002-05-01,7,other,128
2002-05-01,7,property,749
2002-05-01,7,property,106
2002-05-01,7,violent,950
2002-05-01,7,violent,215
2002-05-01,8,drug,182
2002-05-01,8,other,223
2002-05-01,8,other,147
2002-05-01,8,property,1340
2002-05-01,8,property,173
2002-05-01,8,violent,600
2002-05-01,8,violent,181
2002-05-01,9,drug,171
2002-05-01,9,other,135
2002-05-01,9,other,161
2002-05-01,9,property,777
2002-05-01,9,property,100
2002-05-01,9,violent,514
2002-05-01,9,violent,160
2002-05-01,10,drug,222
2002-05-01,10,other,94
2002-05-01,10,other,108
2002-05-01,10,property,568
2002-05-01,10,property,84
2002-05-01,10,violent,583
2002-05-01,10,violent,108
2002-05-01,11,drug,672
2002-05-01,11,other,147
2002-05-01,11,other,240
2002-05-01,11,property,572
2002-05-01,11,property,87
2002-05-01,11,violent,732
2002-05-01,11,violent,127
2002-05-01,12,drug,106
2002-05-01,12,other,121
2002-05-01,12,other,119
2002-05-01,12,property,703
2002-05-01,12,property,92
2002-05-01,12,violent,336
2002-05-01,12,violent,123
2002-05-01,13,drug,44
2002-05-01,13,other,33
2002-05-01,13,other,33
2002-05-01,13,property,224
2002-05-01,13,property,34
2002-05-01,13,violent,111
2002-05-01,13,violent,50
2002-05-01,14,drug,127
2002-05-01,14,other,117
2002-05-01,14,other,207
2002-05-01,14,property,823
2002-05-01,14,property,109
2002-05-01,14,violent,389
2002-05-01,14,violent,134
2002-05-01,15,drug,483
2002-05-01,15,other,103
2002-05-01,15,other,199
2002-05-01,15,property,367
2002-05-01,15,property,72
2002-05-01,15,violent,441
2002-05-01,15,violent,112
2002-05-01,16,drug,51
2002-05-01,16,other,145
2002-05-01,16,other,85
2002-05-01,16,property,692
2002-05-01,16,property,68
2002-05-01,16,violent,216
2002-05-01,16,violent,77
2002-05-01,17,drug,47
2002-05-01,17,other,115
2002-05-01,17,other,95
2002-05-01,17,property,596
2002-05-01,17,property,94
2002-05-01,17,violent,223
2002-05-01,17,violent,110
2002-05-01,18,drug,122
2002-05-01,18,other,118
2002-05-01,18,other,186
2002-05-01,18,property,970
2002-05-01,18,property,186
2002-05-01,18,violent,272
2002-05-01,18,violent,133
2002-05-01,19,drug,86
2002-05-01,19,other,99
2002-05-01,19,other,132
2002-05-01,19,property,794
2002-05-01,19,property,172
2002-05-01,19,violent,236
2002-05-01,19,violent,117
2002-05-01,20,drug,55
2002-05-01,20,other,79
2002-05-01,20,other,84
2002-05-01,20,property,321
2002-05-01,20,property,56
2002-05-01,20,violent,148
2002-05-01,20,violent,59
2002-05-01,21,drug,191
2002-05-01,21,other,39
2002-05-01,21,other,82
2002-05-01,21,property,251
2002-05-01,21,property,36
2002-05-01,21,violent,220
2002-05-01,21,violent,58
2002-05-01,22,drug,109
2002-05-01,22,other,156
2002-05-01,22,other,72
2002-05-01,22,property,598
2002-05-01,22,property,66
2002-05-01,22,violent,374
2002-05-01,22,violent,103
2002-05-01,23,drug,16
2002-05-01,23,other,20
2002-05-01,23,other,46
2002-05-01,23,property,154
2002-05-01,23,property,20
2002-05-01,23,violent,55
2002-05-01,23,violent,17
2002-05-01,24,drug,87
2002-05-01,24,other,115
2002-05-01,24,other,77
2002-05-01,24,property,580
2002-05-01,24,property,76
2002-05-01,24,violent,277
2002-05-01,24,violent,85
2002-05-01,25,drug,251
2002-05-01,25,other,194
2002-05-01,25,other,165
2002-05-01,25,property,937
2002-05-01,25,property,142
2002-05-01,25,violent,567
2002-05-01,25,violent,162
2002-06-01,1,drug,50
2002-06-01,1,other,87
2002-06-01,1,other,151
2002-06-01,1,property,695
2002-06-01,1,property,176
2002-06-01,1,violent,201
2002-06-01,1,violent,90
2002-06-01,2,drug,182
2002-06-01,2,other,144
2002-06-01,2,other,127
2002-06-01,2,property,591
2002-06-01,2,property,116
2002-06-01,2,violent,542
2002-06-01,2,violent,152
2002-06-01,3,drug,189
2002-06-01,3,other,185
2002-06-01,3,other,124
2002-06-01,3,property,770
2002-06-01,3,property,60
2002-06-01,3,violent,677
2002-06-01,3,violent,173
2002-06-01,4,drug,137
2002-06-01,4,other,217
2002-06-01,4,other,81
2002-06-01,4,property,825
2002-06-01,4,property,69
2002-06-01,4,violent,706
2002-06-01,4,violent,152
2002-06-01,5,drug,130
2002-06-01,5,other,151
2002-06-01,5,other,92
2002-06-01,5,property,603
2002-06-01,5,property,51
2002-06-01,5,violent,639
2002-06-01,5,violent,192
2002-06-01,6,drug,113
2002-06-01,6,other,197
2002-06-01,6,other,140
2002-06-01,6,property,802
2002-06-01,6,property,135
2002-06-01,6,violent,671
2002-06-01,6,violent,141
2002-06-01,7,drug,207
2002-06-01,7,other,116
2002-06-01,7,other,126
2002-06-01,7,property,709
2002-06-01,7,property,96
2002-06-01,7,violent,1007
2002-06-01,7,violent,238
2002-06-01,8,drug,133
2002-06-01,8,other,242
2002-06-01,8,other,139
2002-06-01,8,property,1307
2002-06-01,8,property,181
2002-06-01,8,violent,672
2002-06-01,8,violent,178
2002-06-01,9,drug,181
2002-06-01,9,other,143
2002-06-01,9,other,171
2002-06-01,9,property,705
2002-06-01,9,property,124
2002-06-01,9,violent,564
2002-06-01,9,violent,187
2002-06-01,10,drug,171
2002-06-01,10,other,90
2002-06-01,10,other,133
2002-06-01,10,property,512
2002-06-01,10,property,63
2002-06-01,10,violent,579
2002-06-01,10,violent,144
2002-06-01,11,drug,631
2002-06-01,11,other,118
2002-06-01,11,other,191
2002-06-01,11,property,565
2002-06-01,11,property,80
2002-06-01,11,violent,878
2002-06-01,11,violent,137
2002-06-01,12,drug,88
2002-06-01,12,other,80
2002-06-01,12,other,98
2002-06-01,12,property,727
2002-06-01,12,property,108
2002-06-01,12,violent,374
2002-06-01,12,violent,109
2002-06-01,13,drug,50
2002-06-01,13,other,43
2002-06-01,13,other,30
2002-06-01,13,property,207
2002-06-01,13,property,29
2002-06-01,13,violent,114
2002-06-01,13,violent,53
2002-06-01,14,drug,111
2002-06-01,14,other,113
2002-06-01,14,other,147
2002-06-01,14,property,916
2002-06-01,14,property,105
2002-06-01,14,violent,420
2002-06-01,14,violent,145
2002-06-01,15,drug,368
2002-06-01,15,other,111
2002-06-01,15,other,179
2002-06-01,15,property,397
2002-06-01,15,property,60
2002-06-01,15,violent,515
2002-06-01,15,violent,139
2002-06-01,16,drug,35
2002-06-01,16,other,171
2002-06-01,16,other,93
2002-06-01,16,property,709
2002-06-01,16,property,59
2002-06-01,16,violent,221
2002-06-01,16,violent,77
2002-06-01,17,drug,57
2002-06-01,17,other,105
2002-06-01,17,other,85
2002-06-01,17,property,619
2002-06-01,17,property,90
2002-06-01,17,violent,219
2002-06-01,17,violent,93
2002-06-01,18,drug,130
2002-06-01,18,other,110
2002-06-01,18,other,157
2002-06-01,18,property,1085
2002-06-01,18,property,185
2002-06-01,18,violent,293
2002-06-01,18,violent,124
2002-06-01,19,drug,89
2002-06-01,19,other,125
2002-06-01,19,other,135
2002-06-01,19,property,899
2002-06-01,19,property,146
2002-06-01,19,violent,267
2002-06-01,19,violent,128
2002-06-01,20,drug,49
2002-06-01,20,other,56
2002-06-01,20,other,60
2002-06-01,20,property,330
2002-06-01,20,property,47
2002-06-01,20,violent,158
2002-06-01,20,violent,66
2002-06-01,21,drug,100
2002-06-01,21,other,50
2002-06-01,21,other,89
2002-06-01,21,property,261
2002-06-01,21,property,33
2002-06-01,21,violent,238
2002-06-01,21,violent,64
2002-06-01,22,drug,113
2002-06-01,22,other,159
2002-06-01,22,other,84
2002-06-01,22,property,590
2002-06-01,22,property,56
2002-06-01,22,violent,387
2002-06-01,22,violent,81
2002-06-01,23,drug,14
2002-06-01,23,other,22
2002-06-01,23,other,36
2002-06-01,23,property,145
2002-06-01,23,property,16
2002-06-01,23,violent,68
2002-06-01,23,violent,20
2002-06-01,24,drug,94
